index_of_pixel,label,source_of_pixel
[62 84 46],1.0,3
[45 24 39],1.0,4
[57 66 51],1.0,3
[39 43 47],2.0,1
[69 42 56],1.0,3
[44 17 39],1.0,8
[40 35 44],2.0,10
[15 23 22],1.0,7
[45 51 45],2.0,10
[35 53 34],1.0,10
[40 37 30],2.0,8
[48 25 30],1.0,2
[49 54 45],2.0,10
[40 31 63],1.0,1
[38 52 26],1.0,10
[56 45 27],1.0,10
[48 29 31],2.0,5
[64 37 49],1.0,2
[55 63 38],1.0,2
[63 28 35],1.0,9
[31 29 46],1.0,1
[39 45 35],1.0,4
[39 48 40],2.0,10
[67 46 41],1.0,3
[33 50 43],2.0,1
[61 27 32],1.0,9
[38 30 41],1.0,4
[21 53 34],1.0,7
[56 37 27],1.0,3
[25 38 23],1.0,8
[56 49 33],1.0,2
[36 41 19],1.0,8
[27 35 30],2.0,7
[63 38 57],1.0,9
[45 29 38],1.0,4
[32 42 39],2.0,1
[40 20 55],1.0,1
[43 24 39],1.0,1
[53 21 40],1.0,2
[70 30 31],1.0,3
[43 18 35],1.0,4
[24 40 36],1.0,1
[19 35 32],2.0,7
[47 56 25],1.0,3
[47 61 31],1.0,10
[37 37 44],2.0,10
[31 61 47],1.0,3
[13 38 26],2.0,7
[59 45 48],1.0,2
[33 51 44],2.0,1
[37 43 59],1.0,3
[52 49 42],1.0,2
[27 29 29],2.0,4
[70 52 36],1.0,3
[46 62 41],2.0,10
[59 51 58],1.0,1
[37 62 48],1.0,10
[26 35 33],2.0,7
[32 32 41],1.0,6
[36 13 36],1.0,2
[34 49 38],2.0,1
[42 22 25],1.0,2
[31 49 40],2.0,1
[45 64 48],2.0,10
[46 55 38],1.0,5
[42 45 45],2.0,1
[17 25 35],1.0,6
[43 50 52],1.0,3
[48 31 49],1.0,10
[52 47 47],1.0,9
[14 38 27],2.0,7
[30 27 19],1.0,8
[26 21 34],1.0,7
[73 44 37],1.0,10
[45 25 35],2.0,5
[55 29 24],1.0,2
[30 42 29],2.0,7
[41 25 31],2.0,5
[26 51 28],1.0,6
[66 72 40],1.0,3
[25 34 25],2.0,7
[60 69 29],1.0,3
[21 37  5],1.0,0
[36 52 47],2.0,1
[42 39 18],1.0,8
[47 19 39],1.0,5
[51 28 25],1.0,5
[19 33 39],1.0,7
[35 51 31],1.0,10
[37 49 32],2.0,1
[35 25 50],1.0,1
[38 44 46],2.0,10
[43 31 30],2.0,8
[38 57 34],1.0,3
[44 13 32],1.0,4
[25 41 26],2.0,7
[58 50 44],1.0,3
[26 19 31],2.0,8
[37 26 35],1.0,7
[43 52 45],2.0,1
[20 11 15],1.0,0
[48 26 52],1.0,10
[40 35 23],1.0,4
[59 31 37],2.0,9
[56 18 46],1.0,2
[45 32 26],1.0,5
[24 30 29],2.0,7
[26 31 37],1.0,1
[29 37 34],2.0,7
[56 33 34],1.0,2
[17 28  2],1.0,0
[11 27 28],2.0,7
[42 54 30],1.0,9
[46 53 27],1.0,10
[17 27 22],1.0,7
[40 26 34],1.0,4
[45 40 34],1.0,3
[38 52 42],2.0,1
[43 26 50],1.0,9
[37 24 47],1.0,1
[14 37 32],2.0,7
[13 32 34],1.0,6
[48 57 51],2.0,10
[68 80 55],1.0,3
[33 44 32],1.0,7
[46 42 31],1.0,5
[18 41 23],1.0,6
[67 26 40],2.0,3
[34 36 52],1.0,1
[62 46 36],1.0,10
[24 32 37],1.0,4
[30 43 44],1.0,3
[ 7 33 30],2.0,7
[51 22 38],1.0,1
[26 35 33],2.0,4
[46 30 58],1.0,9
[46 59 30],1.0,3
[53 55 44],1.0,2
[42 39 39],2.0,3
[42 24 50],1.0,9
[18 31 34],2.0,7
[33 31 30],1.0,4
[44 53 33],2.0,1
[37 66 47],1.0,10
[34 50 37],2.0,1
[50 24 25],1.0,2
[68 66 46],1.0,3
[35 46 26],1.0,4
[70 30 40],2.0,3
[37 42 22],1.0,5
[55 28 54],1.0,1
[40 22 47],1.0,1
[33 42 56],1.0,1
[37 40 54],1.0,1
[31 40 48],1.0,3
[40 43 41],2.0,10
[41 42 38],1.0,8
[23 48 26],2.0,7
[49 80 56],1.0,3
[12 31 31],2.0,7
[54 46 45],2.0,10
[27 33 26],1.0,6
[22 33 34],2.0,7
[47 74 30],1.0,3
[50 49 33],2.0,10
[48 23 45],1.0,9
[41 56 42],2.0,1
[56 32 40],1.0,1
[51 48 30],1.0,10
[40 38 30],1.0,10
[41 40 21],1.0,8
[34 40 31],1.0,7
[80 32 42],2.0,3
[41 28 51],1.0,10
[26 36 32],2.0,4
[72 43 45],1.0,10
[50 50 56],1.0,3
[68 32 37],2.0,3
[46 26 34],1.0,2
[22 49 18],2.0,7
[44 47 52],2.0,10
[64 53 47],1.0,2
[71 46 40],1.0,10
[52 51 25],1.0,3
[35 52 45],2.0,1
[34 49 30],1.0,9
[20 35 35],1.0,6
[56 24 36],1.0,9
[29 39 25],1.0,6
[81 29 41],1.0,3
[80 37 42],2.0,3
[38 30 45],1.0,9
[51 20 34],1.0,4
[36 17 29],1.0,7
[54 37 50],2.0,3
[32 53 34],1.0,9
[ 8 22 35],1.0,6
[ 9 23  9],1.0,0
[29 48 31],2.0,7
[67 31 57],1.0,9
[42 57 51],2.0,10
[20  3 21],1.0,0
[40 72 40],1.0,3
[63 52 55],1.0,3
[31 32 31],1.0,9
[40 14 26],1.0,8
[17 45 29],1.0,6
[41 30 24],1.0,5
[40 58 32],1.0,5
[41 51 41],2.0,1
[56 32 45],1.0,2
[27 49 37],1.0,7
[36 38 38],1.0,7
[52 67 57],1.0,3
[44 33 35],1.0,1
[48 52 48],2.0,10
[35 55 49],1.0,3
[52 72 56],1.0,3
[39 20 34],2.0,8
[30 38 55],1.0,3
[45 79 50],1.0,3
[47 52 57],1.0,3
[76 59 43],1.0,3
[24 36 33],2.0,7
[41 43 41],1.0,9
[37 39 35],1.0,2
[42 46 36],1.0,8
[38 43 34],2.0,1
[32 33 33],2.0,5
[29 30 39],1.0,1
[37 47 32],2.0,1
[61 31 32],1.0,2
[67 37 32],1.0,9
[74 27 42],2.0,3
[26 37 36],1.0,1
[31 43 41],1.0,9
[16 33 30],2.0,7
[57 68 37],1.0,3
[33 42 64],1.0,1
[54 55 43],2.0,10
[43 58 53],2.0,10
[27 49 24],1.0,5
[18 18 36],1.0,6
[23  4 20],1.0,0
[43 34 33],1.0,4
[33 48 31],2.0,1
[57 35 36],2.0,9
[38 63 37],1.0,1
[41 19 44],2.0,2
[32 24 39],1.0,5
[42 44 31],1.0,1
[13 44 39],1.0,7
[16 25 31],1.0,7
[47 47 57],1.0,1
[30 34 38],1.0,6
[43 23 41],1.0,4
[38 52 22],1.0,5
[48 52 33],1.0,5
[15 36 24],2.0,7
[78 51 50],1.0,3
[39 23 43],2.0,2
[50 20 35],1.0,2
[70 29 49],2.0,3
[69 48 34],1.0,3
[43 43 40],1.0,4
[63 43 59],1.0,9
[27 25 42],1.0,6
[35 57 38],1.0,9
[40 18 35],2.0,8
[15 18 33],1.0,6
[47 26 31],1.0,2
[46 14 38],2.0,2
[61 36 25],1.0,3
[70 29 42],2.0,3
[50 63 49],1.0,3
[68 37 31],1.0,10
[47 43 37],1.0,1
[25 40 34],1.0,6
[48 63 32],1.0,10
[54 19 46],1.0,2
[79 42 49],1.0,3
[ 9 40 34],2.0,7
[59 22 48],1.0,9
[60 58 34],1.0,3
[22 28 33],1.0,4
[40 60 24],1.0,3
[35 45 31],2.0,8
[58 25 52],1.0,9
[75 28 41],2.0,3
[46 27 50],1.0,3
[49 46 31],1.0,10
[30 29 30],2.0,4
[27 24 39],1.0,4
[14 37 27],2.0,7
[39 38 64],1.0,1
[22 47 38],1.0,6
[52 55 36],2.0,10
[37 56 47],2.0,10
[37 51 38],1.0,2
[39 53 50],2.0,1
[16 21 38],1.0,6
[ 7 22 24],1.0,7
[30 35 29],1.0,1
[44 40 52],1.0,1
[45 63 38],2.0,10
[37 51 50],1.0,3
[12 27 35],1.0,6
[24 43 23],2.0,7
[70 44 34],1.0,10
[36 62 49],1.0,3
[57 46 56],1.0,3
[54 49 37],2.0,10
[21 22 29],1.0,7
[60 44 55],1.0,1
[61 53 33],1.0,10
[42 58 46],2.0,1
[62 63 26],1.0,3
[43 35 31],1.0,4
[11 42 20],2.0,7
[16 45 47],1.0,6
[36 39 30],1.0,9
[ 7 45 27],1.0,6
[46 28 34],1.0,10
[49 43 34],1.0,1
[57 43 59],1.0,3
[40 37 46],2.0,10
[61 15 33],1.0,2
[45 58 46],1.0,2
[70 48 28],1.0,3
[51 46 48],2.0,10
[67 82 44],1.0,3
[31 50 48],1.0,9
[51 45 58],1.0,1
[36 25 59],1.0,9
[57 40 23],1.0,3
[22 47 44],1.0,6
[27 43 38],1.0,9
[35 49 34],1.0,2
[46 26 34],2.0,8
[40 35 34],1.0,10
[44 56 34],2.0,1
[52 65 58],1.0,3
[58 77 39],1.0,3
[60 58 43],1.0,2
[60 51 52],2.0,10
[39 53 37],1.0,4
[58 63 42],1.0,3
[27 24 31],2.0,4
[34 47 24],2.0,7
[54 51 45],1.0,1
[23 51 25],2.0,7
[32 33 20],1.0,5
[38 49 47],2.0,1
[36 36 41],1.0,4
[61 52 43],1.0,10
[48 57 59],1.0,3
[32 47 43],2.0,1
[74 45 49],1.0,3
[42 54 29],1.0,2
[71 53 41],1.0,10
[48 57 37],1.0,1
[57 40 62],1.0,1
[46 45 42],1.0,1
[76 31 39],2.0,3
[47 58 35],1.0,9
[20 28 37],1.0,7
[29 40 33],2.0,7
[60 40 37],1.0,10
[43 46 30],1.0,8
[12 35 21],2.0,7
[23 45 35],1.0,8
[20 42 18],2.0,7
[39 23 38],2.0,2
[72 61 47],1.0,3
[41 58 59],1.0,1
[38 39 51],2.0,10
[53 44 44],1.0,1
[45 63 33],2.0,10
[34 40 42],1.0,2
[53 47 36],2.0,10
[41 40 28],1.0,9
[30 30 37],1.0,7
[64 38 47],2.0,3
[32 52 32],1.0,5
[61 21 36],1.0,2
[63 31 57],1.0,9
[50 58 45],2.0,10
[46 79 60],1.0,3
[51 62 42],2.0,10
[63 50 41],1.0,10
[49 24 33],1.0,9
[46 63 33],2.0,10
[37 24 20],1.0,8
[26 38 34],2.0,7
[40 47 55],1.0,9
[40 43 25],1.0,5
[50 46 28],1.0,5
[47 29 50],1.0,10
[42 33 33],2.0,8
[37 31 32],2.0,5
[57 34 58],1.0,9
[25 17 32],1.0,6
[29 51 39],1.0,7
[27 30 57],1.0,9
[28 38 28],1.0,6
[34 47 35],2.0,1
[42 38 46],1.0,1
[49 29 45],1.0,1
[49 46 47],2.0,10
[66 76 33],1.0,3
[41 38 46],1.0,1
[61 38 42],2.0,3
[52 46 26],1.0,2
[47 35 32],2.0,5
[62 15 32],1.0,2
[22 17 42],1.0,6
[58 32 41],2.0,9
[41 36 65],1.0,1
[33 47 57],1.0,1
[26 40 18],2.0,7
[55 35 45],1.0,1
[67 77 28],1.0,3
[59 63 30],1.0,3
[40 34 44],2.0,10
[26 20 27],2.0,4
[59 37 47],2.0,3
[50 41 29],1.0,3
[76 41 41],1.0,3
[33 47 54],1.0,3
[52 21 41],1.0,1
[38 51 44],2.0,1
[69 59 41],1.0,3
[31 47 35],2.0,8
[63 33 30],1.0,3
[76 34 33],1.0,3
[30 33 34],1.0,6
[23 33 28],1.0,6
[71 50 42],1.0,3
[24 32 29],2.0,7
[32 24 19],1.0,7
[21 21 42],1.0,6
[48 66 38],1.0,10
[70 38 45],2.0,3
[71 55 60],1.0,3
[34 46 56],1.0,1
[19 47 32],2.0,7
[23 45 42],1.0,1
[57 51 39],1.0,9
[59 52 45],1.0,9
[17 29  6],1.0,0
[34 52 47],1.0,9
[42 36 20],1.0,8
[63 42 56],1.0,9
[53 53 32],1.0,3
[21 39 38],1.0,4
[36 38 30],1.0,2
[32 52 39],1.0,4
[49 29 17],1.0,5
[70 49 35],1.0,9
[41 47 40],2.0,10
[75 75 42],1.0,3
[28 34 29],2.0,7
[37 52 32],1.0,3
[34 44 45],2.0,10
[22 47 32],1.0,8
[39 51 28],1.0,2
[47 83 56],1.0,3
[52 57 40],2.0,10
[57 61 46],1.0,2
[72 54 54],1.0,3
[39 37 36],2.0,5
[47 44 61],1.0,1
[76 27 39],2.0,3
[56 33 40],2.0,3
[33 39 30],1.0,2
[65 33 49],1.0,9
[ 8 21  9],1.0,0
[51 51 30],1.0,9
[49 53 28],1.0,10
[63 33 60],1.0,1
[31 35 32],1.0,9
[64 59 39],1.0,3
[72 52 45],1.0,10
[25 26 30],2.0,4
[55 17 27],1.0,2
[17 18 29],1.0,6
[25 45 21],2.0,7
[32 30 49],1.0,10
[46 29 37],2.0,5
[45 40 53],1.0,9
[22 50 25],2.0,7
[43 42 32],2.0,8
[69 80 50],1.0,3
[40 46 32],2.0,8
[21  3 20],1.0,0
[51 62 45],2.0,10
[34 39 44],1.0,3
[47 40 51],2.0,3
[27 24 35],1.0,7
[34 34 36],1.0,9
[36 41 39],2.0,10
[38 38 25],1.0,2
[45 22 34],2.0,5
[42 33 27],1.0,4
[46 50 40],1.0,4
[63 57 28],1.0,10
[78 53 44],1.0,3
[42 33 38],2.0,8
[72 42 50],1.0,3
[43 49 39],2.0,10
[27 50 46],1.0,6
[39 36 51],2.0,10
[27 34 24],2.0,4
[34 35 43],1.0,9
[48 65 39],2.0,10
[29 68 49],1.0,3
[39 26 39],1.0,9
[46 15 34],2.0,2
[27 30 43],1.0,9
[32 28 54],1.0,1
[42 29 52],1.0,9
[50 58 32],1.0,2
[24 14 17],2.0,0
[25 14 27],1.0,7
[62 42 28],1.0,3
[39 56 37],1.0,2
[18 15  6],1.0,0
[26 50 30],2.0,7
[61 58 49],1.0,10
[19 25 35],1.0,7
[28  7 22],1.0,0
[32 47 34],1.0,4
[44 44 35],2.0,1
[47 41 27],1.0,5
[53 56 50],2.0,10
[28 44 39],1.0,9
[11  7 16],1.0,0
[63 54 49],1.0,2
[35 56 42],1.0,3
[57 69 50],1.0,10
[70 47 52],1.0,3
[56 48 26],1.0,10
[28 25 34],1.0,7
[41 24 38],2.0,5
[37 50 37],1.0,8
[31 42 47],1.0,2
[37 38 28],1.0,10
[40 44 36],2.0,10
[30 48 45],2.0,1
[51 23 52],1.0,1
[64 35 32],1.0,9
[49 45 34],2.0,10
[71 45 37],1.0,3
[28 48 37],1.0,9
[38 20 25],1.0,5
[36 48 50],2.0,1
[27 27 39],1.0,2
[20 21 23],1.0,7
[31 47 38],2.0,1
[13 43 47],1.0,6
[10 35 30],2.0,7
[62 23 56],1.0,9
[30 51 32],1.0,7
[49 46 33],1.0,4
[31 51 41],2.0,1
[55 82 44],1.0,3
[14 36 35],2.0,7
[42 62 56],1.0,3
[33 58 36],1.0,3
[34 56 35],2.0,1
[50 39 38],1.0,4
[15 29 43],1.0,6
[55 31 41],1.0,2
[18 40 19],2.0,7
[37 54 39],1.0,4
[42 23 38],1.0,9
[50 40 31],1.0,4
[34 45 27],2.0,8
[42 21 25],1.0,5
[27 30 25],2.0,4
[55 25 34],1.0,9
[46 61 40],1.0,3
[28 51 43],2.0,1
[ 8 23 27],1.0,6
[77 30 38],2.0,3
[73 49 31],1.0,3
[54 45 39],2.0,10
[12 36 11],1.0,0
[49 46 29],1.0,10
[44 33 38],2.0,5
[59 16 26],1.0,2
[44 48 39],2.0,10
[34 38 58],1.0,3
[42 62 32],1.0,10
[53 63 47],1.0,3
[45 51 52],1.0,9
[15 39 34],2.0,7
[52 40 38],1.0,1
[21 17  1],1.0,0
[37 31 21],1.0,5
[33 29 38],1.0,7
[57 43 38],1.0,9
[49 24 60],1.0,1
[36 43 39],1.0,7
[13 17  2],1.0,0
[75 34 39],2.0,3
[57 26 26],1.0,2
[42 42 33],1.0,8
[20 38 18],2.0,7
[48 32 65],1.0,1
[44 36 47],2.0,10
[68 54 48],1.0,10
[26 36 42],1.0,1
[41 39 22],1.0,5
[45 56 37],2.0,10
[32 46 58],1.0,9
[50 57 43],1.0,9
[54 54 44],1.0,3
[36 35 59],1.0,1
[45 25 29],2.0,8
[59 47 29],1.0,3
[45 48 36],1.0,5
[48 60 49],2.0,10
[41 74 48],1.0,3
[35 31 43],1.0,1
[49 42 53],2.0,10
[46 28 23],1.0,2
[56 45 44],2.0,10
[45 34 27],1.0,3
[51 22 35],1.0,4
[41 50 43],2.0,1
[27 32 52],1.0,9
[72 26 32],1.0,3
[29 47 40],2.0,1
[52 51 37],1.0,1
[26 51 39],1.0,5
[29 42 25],1.0,8
[28 32 32],2.0,4
[31 36 53],1.0,9
[79 28 46],2.0,3
[ 7 43 35],1.0,6
[12 51 28],1.0,6
[49 42 49],2.0,10
[40 50 37],1.0,5
[23 25 41],1.0,4
[47 60 57],1.0,3
[49 57 47],2.0,10
[46 31 38],1.0,9
[35 20 42],2.0,2
[39 43 33],1.0,7
[40 40 41],2.0,10
[65 63 36],1.0,3
[54 34 32],1.0,5
[63 57 40],1.0,10
[35 52 37],2.0,1
[46 74 46],1.0,3
[41 54 34],2.0,1
[38 33 39],1.0,7
[41 42 25],2.0,8
[33 30 35],1.0,7
[55 50 34],1.0,10
[44 57 46],2.0,1
[41 37 38],1.0,1
[29 47 27],2.0,7
[29 53 42],1.0,6
[35 40 31],1.0,7
[27 26 38],1.0,4
[53 30 27],1.0,5
[18 21 44],1.0,6
[44 31 29],2.0,8
[58 68 51],1.0,3
[78 56 42],1.0,3
[72 42 47],1.0,3
[40 42 20],1.0,5
[42 63 36],2.0,10
[32 36 64],1.0,1
[35 42 32],1.0,10
[31 32 21],1.0,8
[35 49 34],2.0,1
[46 32 38],2.0,5
[48 53 25],1.0,2
[38 23 22],1.0,8
[46 53 35],1.0,2
[42 46 35],2.0,1
[41 39 18],1.0,5
[33 42 48],2.0,1
[37 40 51],1.0,1
[45 32 54],1.0,9
[26 54 36],1.0,7
[53 41 25],1.0,2
[37 54 33],1.0,9
[47 44 38],2.0,5
[53 36 62],1.0,1
[20 44 46],1.0,6
[61 54 29],1.0,3
[43 51 43],2.0,1
[16 28 39],1.0,6
[36 29 39],1.0,1
[34 45 37],1.0,7
[37 47 58],1.0,1
[51 44 43],2.0,10
[51 60 44],1.0,3
[46 56 34],2.0,10
[63 84 50],1.0,3
[35 38 35],1.0,10
[35 20 41],2.0,2
[58 74 30],1.0,3
[19 28 37],1.0,7
[48 59 47],1.0,1
[49 39 33],1.0,5
[67 37 57],1.0,3
[56 71 31],1.0,3
[30 58 25],1.0,7
[38 41 23],1.0,5
[72 33 30],1.0,3
[40 41 30],1.0,4
[42 28 31],2.0,8
[52 55 31],1.0,3
[42 31 36],2.0,8
[67 56 47],1.0,2
[12 42 26],2.0,7
[14 25 15],1.0,7
[18 44 36],1.0,4
[39 54 48],1.0,9
[38 59 45],2.0,1
[14 38 44],1.0,6
[ 9 24 16],1.0,7
[37 40 35],1.0,10
[41 15 34],2.0,2
[77 49 36],1.0,3
[31 50 49],1.0,9
[40 28 31],2.0,5
[38 57 42],1.0,2
[51 59 29],1.0,10
[67 39 33],1.0,9
[46 52 31],1.0,5
[40 53 50],2.0,1
[35 31 46],1.0,1
[53 72 29],1.0,3
[35 30 21],1.0,8
[48 43 41],1.0,4
[23 44 30],2.0,7
[57 29 45],1.0,2
[33 41 40],1.0,3
[31 29 23],1.0,8
[17 39 35],2.0,7
[ 2 19  0],1.0,0
[25 42 43],1.0,6
[ 9 35 26],2.0,7
[54 73 57],1.0,3
[34 20 39],2.0,2
[46 14 34],1.0,4
[42 15 42],2.0,2
[31 31 28],1.0,5
[43 29 21],1.0,8
[38 45 40],2.0,10
[62 86 50],1.0,3
[43 25 19],1.0,8
[22 50 41],1.0,1
[49 54 38],1.0,3
[33 40 29],2.0,7
[70 42 43],1.0,9
[39 16 43],2.0,2
[47 42 31],1.0,4
[40 48 36],1.0,2
[21 39 23],2.0,7
[ 9 28  4],1.0,0
[42 37 27],2.0,8
[27 42 27],1.0,6
[49 52 54],2.0,10
[25 34 21],1.0,6
[47 44 34],1.0,3
[62 39 33],1.0,9
[23 47 32],1.0,6
[34 13 35],1.0,2
[43 39 31],1.0,5
[54 44 31],1.0,10
[36 43 56],1.0,1
[39 39 27],2.0,8
[47 41 40],1.0,2
[10 49 28],1.0,6
[72 54 38],1.0,3
[39 35 27],1.0,9
[42 42 60],1.0,1
[67 13 39],1.0,2
[31 29 39],1.0,9
[59 34 37],2.0,3
[37 39 35],2.0,8
[46 65 55],1.0,3
[39 34 64],1.0,1
[50 44 23],1.0,3
[37 50 50],2.0,1
[52 44 37],1.0,2
[54 80 28],1.0,3
[20 41 17],2.0,7
[49 59 48],1.0,1
[62 35 44],2.0,3
[55 37 33],1.0,9
[42 45 35],2.0,1
[32 47 31],1.0,2
[69 47 36],1.0,3
[50 36 33],2.0,5
[41 33 23],1.0,4
[40 28 22],1.0,8
[16 34 16],2.0,7
[62 43 43],1.0,3
[46 35 36],1.0,1
[ 8 27 29],2.0,7
[50 46 28],1.0,10
[34 25 31],1.0,5
[46 45 30],1.0,3
[35 64 44],1.0,10
[48 49 37],2.0,10
[39 26 35],1.0,9
[38 55 36],2.0,10
[35 21 29],1.0,2
[24 38 35],2.0,7
[67 36 39],2.0,9
[ 9 38 38],1.0,6
[25 15 15],1.0,0
[43 21 32],1.0,4
[71 30 43],2.0,3
[62 29 46],2.0,3
[50 59 42],1.0,3
[12 40 30],2.0,7
[52 45 29],1.0,5
[52 54 32],1.0,5
[24 31 48],1.0,9
[51 47 41],2.0,10
[54 38 45],2.0,3
[35 62 49],1.0,3
[39 36 42],2.0,10
[50 47 25],1.0,2
[29 29 46],1.0,6
[26 50 38],1.0,7
[48 49 47],2.0,10
[47 25 23],1.0,4
[34 49 32],2.0,1
[64 18 45],1.0,2
[47 38 31],1.0,1
[51 63 54],1.0,3
[41 14 39],2.0,2
[18 16  7],1.0,0
[19 46 29],1.0,6
[50 61 37],2.0,10
[54 61 27],1.0,3
[62 54 28],1.0,10
[42 18 39],2.0,2
[38 31 32],1.0,10
[18 13 11],1.0,0
[47 43 53],2.0,10
[67 77 40],1.0,3
[36 16 32],2.0,8
[60 37 43],1.0,2
[52 52 45],2.0,10
[51 38 38],1.0,9
[16 13 37],1.0,6
[45 53 31],1.0,1
[19 34 20],2.0,7
[65 30 58],1.0,3
[39 42 45],2.0,1
[63 37 56],1.0,9
[43 63 38],1.0,3
[44 32 38],2.0,10
[29 48 35],1.0,3
[64 44 33],1.0,9
[12 29 23],2.0,7
[71 31 32],1.0,3
[41 31 34],1.0,10
[32 30 48],1.0,1
[22 35 28],2.0,7
[46 43 33],1.0,3
[65 32 32],1.0,3
[40 18 36],2.0,8
[55 50 28],1.0,9
[53 56 38],1.0,1
[36 41 52],1.0,9
[26 38 19],2.0,7
[44 21 54],1.0,1
[20 31 25],2.0,7
[78 56 54],1.0,3
[76 30 39],2.0,3
[70 37 60],1.0,3
[49 60 49],2.0,10
[71 38 52],2.0,3
[73 33 41],1.0,10
[25 38 26],1.0,6
[45 37 21],1.0,8
[21 47 18],2.0,7
[21 19 33],1.0,6
[41 27 22],1.0,8
[45 54 52],2.0,10
[48 50 26],1.0,1
[46 44 57],1.0,1
[40 27 18],1.0,5
[52 52 28],1.0,10
[33 22 21],1.0,8
[45 36 28],1.0,5
[56 65 39],1.0,10
[42 33 23],1.0,5
[17 51 38],1.0,6
[74 35 38],2.0,3
[62 43 45],1.0,2
[39 24 26],1.0,5
[31 40 46],1.0,6
[27 49 33],2.0,7
[20 43 34],1.0,6
[54 62 42],1.0,2
[47 25 37],1.0,8
[26 48 29],2.0,7
[56 31 47],1.0,2
[42 36 23],2.0,8
[27 40 33],1.0,9
[42 37 28],1.0,9
[41 42 33],2.0,8
[45 33 49],1.0,10
[27 50 32],1.0,6
[38 45 59],1.0,1
[37 79 58],1.0,3
[54 50 39],1.0,3
[36 47 41],2.0,1
[39 21 40],1.0,4
[16 52 33],1.0,6
[53 47 45],2.0,10
[53 57 31],1.0,3
[35 39 43],1.0,3
[43 43 19],1.0,5
[34 46 33],2.0,1
[47 18 41],1.0,1
[53 34 28],1.0,3
[34 29 38],1.0,9
[41 33 43],2.0,10
[31 39 30],1.0,9
[30 50 53],1.0,3
[41 43 36],2.0,10
[40 33 35],2.0,5
[33 30 35],1.0,9
[66 65 27],1.0,3
[38 37 26],1.0,10
[26 22 35],1.0,6
[40 17 26],2.0,8
[72 47 40],1.0,10
[21 19 20],1.0,7
[31 44 24],2.0,8
[39 32 25],1.0,5
[45 35 18],1.0,5
[24 50 25],2.0,7
[31  4 22],1.0,0
[45 24 38],2.0,8
[37 38 38],1.0,4
[50 34 28],1.0,5
[56 71 37],1.0,3
[43 22 22],1.0,8
[30 25 43],1.0,6
[24 34 34],2.0,7
[48 45 55],1.0,3
[75 55 47],1.0,3
[34 39 58],1.0,9
[29 54 37],2.0,1
[44 59 38],1.0,5
[40 21 30],2.0,8
[71 30 56],1.0,3
[54 43 29],1.0,3
[37 39 42],1.0,3
[38 39 27],2.0,8
[48 57 44],1.0,1
[57 43 28],1.0,10
[35 20 28],2.0,8
[66 36 36],2.0,9
[20 53 27],2.0,7
[35 34 32],1.0,9
[57 59 38],1.0,10
[19 53 35],1.0,6
[60 48 59],1.0,1
[39 70 43],1.0,3
[50 36 30],1.0,2
[34 41 42],1.0,3
[60 44 61],1.0,1
[12 34 20],2.0,7
[30 54 44],1.0,6
[65 36 36],2.0,9
[71 42 42],1.0,10
[52 52 42],2.0,10
[71 31 42],1.0,9
[39 24 37],2.0,2
[67 26 48],1.0,9
[39 56 42],2.0,1
[41 52 35],1.0,4
[46 55 50],2.0,1
[56 35 36],2.0,9
[55 64 35],1.0,10
[29 51 35],2.0,1
[46 54 27],1.0,9
[15 41 22],1.0,6
[62 45 56],1.0,9
[27 34 20],1.0,0
[29 31 31],2.0,4
[77 72 51],1.0,3
[28 46 20],2.0,7
[50 61 38],1.0,9
[24 47 32],1.0,4
[30 36 37],1.0,4
[61 24 59],1.0,9
[57 36 52],2.0,3
[20 19 42],1.0,6
[48 40 47],2.0,3
[75 77 42],1.0,3
[38 41 38],1.0,9
[48 54 43],1.0,3
[49 42 52],2.0,10
[42 30 40],1.0,4
[32 53 37],2.0,1
[45 21 38],1.0,9
[25 18 35],1.0,4
[44 47 39],1.0,5
[49 28 21],1.0,5
[26 55 44],1.0,1
[42 55 36],1.0,9
[18 36 39],1.0,7
[33 51 47],2.0,1
[32 48 27],1.0,9
[45 31 38],2.0,5
[66 42 48],1.0,10
[57 53 28],1.0,3
[39 45 21],1.0,5
[51 26 36],1.0,4
[13 43 34],1.0,6
[55 35 37],1.0,2
[45 41 47],2.0,3
[33 27 39],1.0,6
[71 78 60],1.0,3
[37 51 35],1.0,3
[63 41 28],1.0,9
[38 55 41],2.0,1
[40 58 42],1.0,2
[38 48 58],1.0,1
[74 51 46],1.0,3
[32 44 25],1.0,8
[49 23 50],1.0,9
[29 35 28],2.0,7
[60 38 37],1.0,2
[46 67 41],1.0,3
[49 27 26],1.0,1
[28 23 38],1.0,6
[38 57 44],2.0,1
[60 52 48],1.0,10
[62 36 45],1.0,2
[41 46 34],1.0,8
[64 26 30],1.0,2
[44 59 39],2.0,10
[28 33 45],1.0,1
[73 33 47],1.0,9
[44 26 38],2.0,8
[12 21  9],1.0,0
[18 33 24],2.0,7
[41 39 35],2.0,10
[37 29 38],1.0,9
[54 51 33],1.0,9
[52 42 33],1.0,5
[18 35 25],2.0,7
[43 76 27],1.0,3
[34 51 31],1.0,7
[23 37 45],1.0,6
[45 41 46],1.0,1
[71 45 56],1.0,3
[63 52 52],1.0,10
[42 19 42],2.0,2
[55 46 31],1.0,3
[49 33 58],1.0,9
[64 44 44],1.0,2
[47 42 33],2.0,10
[69 85 50],1.0,3
[73 31 58],1.0,3
