index_of_pixel,label,source_of_pixel
[19 54 41],1.0,6
[42 45 50],1.0,1
[39 14 31],1.0,8
[12 31 24],2.0,7
[73 60 59],1.0,3
[46 11 37],1.0,2
[36 68 35],1.0,3
[63 20 38],1.0,2
[17 16 28],1.0,6
[41 47 27],1.0,7
[43 34 32],1.0,3
[33 41 26],1.0,2
[52 68 59],1.0,3
[46 32 38],1.0,8
[19 26 24],1.0,0
[42 21 46],1.0,9
[71 44 57],1.0,3
[43 37 31],1.0,10
[39 42 35],1.0,3
[25 48 45],1.0,6
[36 33 24],1.0,5
[10 13  5],1.0,0
[68 80 53],1.0,3
[20 24 40],1.0,4
[57 53 47],2.0,10
[56 47 26],1.0,2
[24 49 48],1.0,1
[39 47 31],2.0,1
[54 53 53],2.0,10
[38 63 54],1.0,3
[20 37 37],1.0,4
[47 23 35],2.0,5
[57 39 42],2.0,3
[12 45 22],2.0,6
[10 25 34],1.0,7
[39 56 35],1.0,2
[31 35 34],2.0,5
[18 51 39],1.0,7
[22 28 40],1.0,4
[26 23 25],1.0,8
[26 41 30],1.0,4
[40 70 51],1.0,3
[40 51 39],1.0,9
[72 54 33],1.0,3
[18 49 39],1.0,4
[75 45 47],1.0,3
[42 40 42],2.0,3
[62 64 30],1.0,3
[22 25 32],1.0,7
[35 24 24],1.0,8
[47 51 25],1.0,5
[21 31 32],2.0,4
[47 61 24],1.0,3
[39 41 41],1.0,2
[21 17 29],1.0,6
[ 8 35 38],1.0,7
[31 52 35],1.0,8
[49 37 51],1.0,1
[21 40 33],1.0,6
[47 57 33],2.0,10
[46 23 27],2.0,8
[57 61 37],1.0,10
[15 28 31],1.0,6
[52 41 34],1.0,5
[56 53 41],1.0,3
[29 50 24],1.0,5
[66 34 33],1.0,9
[19 50 33],1.0,6
[24 34 36],1.0,7
[33 33 47],1.0,6
[56 74 47],1.0,3
[34 53 33],1.0,7
[80 41 58],1.0,3
[48 42 37],1.0,8
[37 28 27],1.0,5
[32 43 15],2.0,7
[41 46 42],1.0,2
[38 16 33],1.0,2
[53 26 31],2.0,5
[21 20 46],1.0,6
[49 28 39],1.0,9
[65 22 39],1.0,3
[30 48 26],2.0,8
[20 24 26],2.0,4
[39 34 39],2.0,5
[23 48 20],2.0,7
[53 40 36],2.0,3
[ 7 35 22],2.0,7
[31 24 37],1.0,6
[55 36 39],2.0,3
[34 46 48],2.0,10
[51 59 50],2.0,10
[61 40 43],2.0,3
[52 41 36],2.0,3
[40 45 39],1.0,8
[49 52 36],1.0,5
[64 29 40],2.0,9
[20 50 18],2.0,7
[80 41 36],1.0,3
[47 37 39],2.0,3
[31 39 44],1.0,2
[41 31 41],1.0,4
[33 33 38],2.0,5
[42 55 33],2.0,10
[57 34 51],2.0,3
[81 28 47],1.0,3
[44 16 45],2.0,2
[24 44 50],1.0,1
[57 45 36],1.0,10
[44 39 55],1.0,3
[59 44 38],1.0,3
[39 28 37],2.0,8
[29 48 20],2.0,7
[53 37 53],2.0,3
[36 49 38],2.0,10
[ 7 31 26],2.0,7
[38 39 52],2.0,10
[24 53 32],1.0,6
[55 60 59],1.0,3
[35 35 51],2.0,10
[62 53 45],1.0,10
[41 31 33],1.0,4
[41 45 31],1.0,3
[41 22 40],2.0,2
[21 25 29],1.0,6
[64 20 46],1.0,9
[31 26 45],1.0,1
[36 44 47],2.0,1
[13 24 23],1.0,7
[58 55 47],1.0,3
[34 43 47],1.0,2
[22 38 32],2.0,4
[49 41 52],1.0,1
[17 21 29],1.0,6
[13 37 37],1.0,6
[38 41 32],1.0,4
[34 33 28],1.0,5
[58 58 29],1.0,10
[44 47 29],1.0,3
[45 70 57],1.0,3
[67 29 31],1.0,3
[48 35 34],1.0,8
[59 46 34],1.0,3
[60 37 28],1.0,3
[68 55 40],1.0,10
[19 45 36],1.0,6
[46 44 35],2.0,1
[71 72 57],1.0,3
[38 18 45],2.0,2
[ 3 43 43],1.0,6
[40 28 26],2.0,8
[48 42 38],2.0,5
[11 43 16],2.0,7
[43 20 29],2.0,8
[47 65 41],2.0,10
[30 52 31],1.0,7
[58 52 28],1.0,10
[64 35 31],1.0,3
[51 59 41],2.0,10
[39 61 38],2.0,10
[33 45 53],1.0,3
[40 27 39],2.0,8
[27 47 17],2.0,7
[38 29 28],1.0,5
[32 40 16],2.0,7
[45 17 33],2.0,2
[58 35 41],2.0,9
[32 45 24],1.0,5
[33 55 28],2.0,7
[53 31 42],2.0,3
[44 69 37],1.0,3
[25 36 33],1.0,6
[23 48 38],1.0,7
[35 51 33],1.0,8
[42 41 54],2.0,10
[41 45 52],2.0,10
[46 39 46],1.0,1
[22 55 42],1.0,6
[ 8 38 38],1.0,7
[35 29 34],2.0,5
[45 60 44],2.0,1
[41 56 51],2.0,10
[50 34 44],2.0,3
[49 40 45],2.0,3
[18 31 24],1.0,0
[34 39 38],2.0,5
[44 59 40],1.0,2
[49 62 36],2.0,10
[45 31 23],2.0,8
[34 37 35],2.0,5
[41 29 34],1.0,10
[42 47 39],1.0,5
[49 28 46],1.0,10
[41 76 49],1.0,3
[72 36 39],2.0,3
[47 60 45],1.0,1
[52 37 31],1.0,5
[53 61 51],2.0,10
[53 63 37],1.0,10
[24 18 29],1.0,8
[31 49 49],1.0,9
[44 38 28],1.0,4
[29 50 34],1.0,6
[43 74 43],1.0,3
[60 39 58],1.0,1
[24 18 33],1.0,4
[34 47 19],1.0,5
[34 51 26],1.0,3
[52 33 54],1.0,9
[33 66 41],1.0,3
[66 51 48],1.0,9
[57 72 58],1.0,3
[31 67 52],1.0,3
[27 46 21],2.0,7
[63 45 37],1.0,10
[36 66 56],1.0,3
[60 60 52],1.0,10
[30 27 51],1.0,9
[53 78 43],1.0,3
[71 81 47],1.0,3
[48 58 57],1.0,3
[37 44 33],1.0,2
[39 40 34],1.0,7
[59 78 31],1.0,3
[61 73 49],1.0,3
[39 69 45],1.0,3
[35 14 34],1.0,8
[57 37 46],1.0,9
[39 40 27],1.0,5
[29 46 37],1.0,9
[71 71 46],1.0,3
[13 48 36],1.0,6
[ 8 30 33],1.0,6
[30 21 35],1.0,6
[41 34 39],2.0,5
[52 30 58],1.0,3
[77 64 42],1.0,3
[22 27 37],1.0,7
[56 49 30],1.0,10
[28 26 22],1.0,8
[ 8 20 44],1.0,6
[37 60 59],1.0,3
[24 50 34],1.0,6
[18 37 22],1.0,0
[46 25 34],2.0,5
[58 51 23],1.0,3
[36 52 36],1.0,5
[48 27 36],1.0,8
[63 83 45],1.0,3
[43 39 52],1.0,1
[57 43 58],1.0,3
[20 45 27],2.0,7
[51 30 50],1.0,1
[41 33 37],1.0,4
[24 43 48],1.0,1
[25 36 29],1.0,6
[42 41 49],1.0,9
[17 38 38],1.0,6
[40 80 39],1.0,3
[14 39 41],1.0,6
[57 52 37],1.0,9
[52 34 54],1.0,10
[26 33 22],2.0,7
[37 28 20],1.0,5
[38 22 51],1.0,9
[ 6 40 24],2.0,7
[39 50 57],1.0,1
[43 44 47],2.0,3
[11 44 22],2.0,6
[19 39 43],1.0,6
[49 36 37],2.0,3
[55 75 37],1.0,3
[42 59 35],2.0,10
[20 31 36],1.0,7
[43 58 56],1.0,1
[57 47 34],1.0,10
[75 37 33],1.0,3
[34 45 35],1.0,7
[46 29 27],2.0,8
[51 39 38],2.0,5
[28 43 18],2.0,7
[38 35 51],2.0,10
[40 41 26],1.0,4
[67 57 41],1.0,10
[46 47 37],1.0,8
[37 38 28],1.0,7
[22 25 27],1.0,6
[40 25 34],1.0,4
[36 46 48],2.0,1
[52 58 54],1.0,1
[57 60 43],1.0,10
[77 28 43],2.0,3
[14 22 34],1.0,6
[50 47 32],1.0,1
[33 19 41],1.0,4
[37 50 36],1.0,5
[58 55 27],1.0,10
[61 43 31],1.0,10
[60 57 42],1.0,10
[66 49 58],1.0,9
[48 18 44],1.0,2
[50 67 45],1.0,10
[36 39 24],1.0,2
[74 31 34],1.0,3
[65 47 33],1.0,10
[51 26 32],2.0,5
[26 22 47],1.0,6
[43 27 27],1.0,5
[10 28 31],1.0,6
[16 35 15],2.0,7
[40 71 59],1.0,3
[32 17 36],2.0,8
[68 36 46],2.0,3
[22 24 47],1.0,6
[34 39 17],1.0,5
[24 32 24],2.0,4
[33 27 55],1.0,9
[24 47 37],1.0,7
[42 32 21],1.0,8
[50 56 37],1.0,2
[ 8 39 37],1.0,7
[16 32 31],2.0,7
[51 58 31],1.0,2
[45 58 35],1.0,2
[49 38 50],2.0,10
[40 34 34],2.0,5
[46 29 46],1.0,10
[57 38 29],1.0,3
[53 52 26],1.0,5
[40 26 35],1.0,2
[73 37 40],2.0,3
[56 44 54],1.0,3
[49 37 28],1.0,10
[58 57 35],1.0,10
[66 50 51],1.0,9
[53 32 35],2.0,5
[38 40 34],2.0,1
[56 36 51],2.0,3
[33 21 23],1.0,8
[49 44 40],2.0,3
[40 44 20],1.0,5
[31 36 35],2.0,5
[51 38 24],1.0,5
[29 46 15],2.0,7
[48 26 39],2.0,5
[42 39 34],2.0,1
[50 43 52],2.0,10
[39 49 29],2.0,8
[14 39 39],1.0,6
[42 45 41],2.0,3
[39 24 44],2.0,2
[44 31 34],2.0,8
[46 37 33],2.0,10
[39 34 34],2.0,5
[70 24 50],1.0,9
[28 47 47],2.0,1
[70 29 31],1.0,3
[49 35 17],1.0,5
[79 31 39],2.0,3
[59 50 42],1.0,10
[38 23 37],1.0,4
[29 41 57],1.0,9
[24 22 26],2.0,4
[51 21 55],1.0,9
[45 50 35],2.0,1
[42 21 29],2.0,8
[37 32 49],1.0,9
[30 16 30],2.0,8
[25 51 22],2.0,7
[37 38 25],1.0,5
[36 17 30],2.0,8
[51 34 39],2.0,3
[47 58 30],1.0,10
[40 42 18],1.0,8
[71 37 47],2.0,3
[42 43 39],2.0,3
[49 68 47],2.0,10
[51 53 45],2.0,10
[61 29 41],2.0,3
[17 31 23],2.0,7
[38 55 42],2.0,10
[42 41 24],2.0,8
[14 42 25],2.0,6
[37 27 20],1.0,5
[42 33 26],1.0,5
[27 46 26],1.0,8
[80 22 49],1.0,3
[20 53 30],1.0,6
[55 43 29],1.0,5
[20 39 43],1.0,6
[48 29 44],1.0,9
[43 12 40],2.0,2
[36 28 42],1.0,9
[29 39 53],1.0,9
[66 56 27],1.0,10
[42 49 32],1.0,5
[11 20 40],1.0,6
[39 18 36],2.0,8
[18 30 34],2.0,7
[38 45 34],1.0,9
[45 39 36],1.0,5
[36 39 29],1.0,5
[29 46 19],2.0,7
[77 66 56],1.0,3
[40 54 34],1.0,10
[29 35 27],2.0,4
[55 50 38],2.0,10
[42 28 39],2.0,5
[55 38 36],2.0,3
[36 30 38],1.0,7
[53 77 44],1.0,3
[40 50 30],1.0,7
[30 41 31],1.0,9
[29 49 42],1.0,9
[32 55 39],1.0,9
[50 27 36],2.0,5
[17 49 33],1.0,6
[35 49 56],1.0,1
[13 24 24],2.0,7
[33 35 48],2.0,10
[20 40 34],1.0,4
[44 16 33],2.0,2
[35 45 52],2.0,10
[13 49 24],2.0,6
[37 50 30],2.0,8
[79 30 45],2.0,3
[44 24 26],1.0,5
[27 33 18],2.0,7
[38 38 46],1.0,1
[35 41 24],1.0,8
[47 40 56],1.0,3
[56 44 23],1.0,3
[32 22 24],1.0,8
[57 55 30],1.0,10
[35 21 42],2.0,2
[52 38 49],2.0,10
[30 46 37],1.0,7
[58 50 46],1.0,9
[39 18 39],1.0,8
[42 47 28],1.0,3
[48 31 53],1.0,9
[40 44 36],1.0,2
[34 48 40],1.0,9
[52 31 39],2.0,3
[27 24 38],1.0,7
[47 38 41],1.0,1
[13 36 28],2.0,7
[40 43 34],2.0,8
[54 63 37],1.0,10
[51 41 34],1.0,5
[66 30 30],1.0,3
[37 43 31],1.0,9
[49 76 38],1.0,3
[32 41 28],1.0,9
[26 21 34],1.0,7
[45 72 50],1.0,3
[41 51 31],1.0,10
[48 79 45],1.0,3
[56 44 45],2.0,10
[24 31 24],2.0,4
[39 31 44],2.0,10
[35 52 50],2.0,10
[12 41 39],1.0,6
[64 26 40],2.0,3
[34 36 25],1.0,2
[53 61 39],2.0,10
[15 45 16],2.0,7
[39 52 52],1.0,3
[33 50 58],1.0,3
[32 36 24],2.0,7
[45 81 48],1.0,3
[53 40 59],1.0,9
[49 77 59],1.0,3
[77 40 55],1.0,3
[13 32 34],1.0,6
[53 22 24],1.0,5
[72 24 29],1.0,3
[68 53 28],1.0,10
[38 56 36],1.0,2
[25 30 39],1.0,4
[59 59 45],1.0,10
[58 14 35],1.0,2
[70 42 60],1.0,3
[38 50 32],1.0,3
[26 48 40],1.0,6
[38 35 47],1.0,9
[36 56 25],1.0,3
[41 51 39],1.0,5
[36 57 35],1.0,9
[39 48 28],1.0,7
[41 48 57],1.0,1
[42 42 23],2.0,8
[29 15 40],1.0,4
[68 39 60],1.0,3
[17 20 39],1.0,6
[35 42 37],1.0,9
[44 58 46],2.0,1
[31 57 59],1.0,3
[45 12 39],2.0,2
[58 55 36],1.0,2
[51 58 38],1.0,1
[34 26 35],1.0,4
[32 46 29],1.0,5
[13 51 24],1.0,7
[22 32 39],1.0,4
[22 46 40],1.0,6
[82 29 45],1.0,3
[46 48 25],1.0,3
[34 63 51],1.0,3
[28 27 47],1.0,6
[57 32 31],1.0,3
[34 17 37],1.0,4
[47 64 33],2.0,10
[45 33 28],1.0,3
[19 48 27],2.0,7
[43 28 32],1.0,10
[29 46 29],1.0,5
[76 67 43],1.0,3
[75 33 44],2.0,3
[38 36 27],1.0,9
[56 61 44],1.0,9
[34 32 45],2.0,10
[79 34 49],2.0,3
[67 31 38],2.0,3
[15 39 40],1.0,6
[24 41 20],2.0,7
[15 12 10],1.0,0
[67 55 26],1.0,10
[19 34 32],2.0,7
[32 49 55],1.0,9
[58 57 34],1.0,2
[42 18 47],2.0,2
[22 22 42],1.0,6
[19 31 38],1.0,4
[54 48 37],2.0,10
[63 34 43],2.0,3
[48 34 36],2.0,5
[30 58 39],1.0,1
[10 32 44],1.0,6
[63 54 26],1.0,10
[54 80 52],1.0,3
[76 73 43],1.0,3
[39 15 41],2.0,2
[61 68 60],1.0,3
[36 49 27],1.0,10
[62 43 35],1.0,3
[57 28 27],1.0,2
[47 48 31],1.0,5
[61 26 29],1.0,2
[19 50 31],1.0,6
[28 46 18],2.0,7
[61 40 23],1.0,3
[55 47 42],2.0,10
[19 34 16],2.0,7
[58 38 30],1.0,2
[42 39 25],1.0,5
[54 43 27],1.0,10
[ 9 27 32],1.0,7
[30 47 49],1.0,9
[17 34 18],2.0,7
[42 43 23],2.0,8
[16 34 33],2.0,7
[76 42 38],1.0,3
[23 49 42],1.0,1
[65 39 58],1.0,9
[48 52 33],1.0,5
[43 34 26],1.0,5
[30 40 26],1.0,5
[31 43 23],1.0,8
[42 41 32],1.0,4
[24 27 27],1.0,6
[33 59 40],2.0,1
[42 44 30],1.0,10
[43 46 39],1.0,5
[45 43 25],1.0,5
[57 25 32],1.0,9
[43 68 31],1.0,3
[40 56 29],1.0,10
[41 32 37],2.0,5
[10 45 29],2.0,7
[ 7 37 29],2.0,7
[66 56 29],1.0,10
[41 34 32],2.0,8
[42 35 32],2.0,5
[16 14  3],1.0,0
[33 39 51],2.0,10
[45 42 42],2.0,3
[34 48 27],2.0,8
[51 50 26],1.0,10
[46 60 29],1.0,10
[35 47 41],2.0,10
[ 9 30 27],2.0,7
[42 44 37],2.0,10
[24 53 34],1.0,7
[49 41 24],1.0,5
[29 45 42],2.0,1
[49 50 55],1.0,1
[ 4 45 30],1.0,6
[31 45 32],1.0,5
[44 55 26],1.0,10
[51 46 32],2.0,10
[42 32 37],2.0,5
[12 35 37],1.0,6
[62 55 52],1.0,9
[46 15 35],2.0,2
[33 44 56],1.0,1
[10 47 25],2.0,7
[47 12 36],2.0,2
[54 30 38],2.0,9
[49 42 48],2.0,3
[39 33 38],2.0,8
[26 33 24],2.0,4
[74 27 42],2.0,3
[60 54 33],1.0,10
[46 43 37],2.0,3
[17 30 34],2.0,7
[50 33 44],2.0,3
[ 6 42 44],1.0,6
[37 17 39],1.0,8
[66 84 45],1.0,3
[43 34 32],2.0,5
[39 26 42],1.0,1
[19 36 24],2.0,7
[38 47 30],2.0,8
[49 58 45],2.0,10
[57 50 29],1.0,10
[49 35 53],1.0,10
[32 36 40],1.0,9
[12 47 29],2.0,7
[16 51 23],2.0,7
[67 35 41],2.0,3
[ 8 37 26],2.0,7
[45 58 34],2.0,1
[38 48 30],1.0,3
[42 49 31],1.0,5
[41 19 25],2.0,8
[45 48 35],1.0,5
[30 48 22],2.0,7
[38 12 32],1.0,2
[23 34 19],2.0,7
[37 27 41],1.0,1
[63 47 49],1.0,10
[27 48 37],1.0,7
[46 35 31],2.0,5
[45 59 40],1.0,1
[70 76 30],1.0,3
[52 35 29],1.0,5
[21 19 26],1.0,6
[35 48 61],1.0,1
[13 49 28],2.0,7
[49 40 46],1.0,1
[54 38 38],2.0,3
[33 40 20],1.0,5
[31 33 33],2.0,5
[34 48 37],1.0,8
[47 29 35],2.0,5
[29 21 29],1.0,8
[52 44 20],1.0,5
[30 32 31],2.0,4
[39 30 28],1.0,8
[64 36 32],1.0,3
[52 45 46],2.0,10
[53 37 33],1.0,5
[25 22 47],1.0,6
[26 48 34],1.0,4
[48 47 31],1.0,10
[15 25 19],1.0,7
[34 45 31],1.0,7
[81 36 53],1.0,3
[59 35 33],1.0,3
[62 31 45],2.0,3
[25 37 23],2.0,4
[40 54 44],2.0,10
[26 26 31],1.0,6
[31 33 29],2.0,7
[34 20 29],1.0,8
[46 38 39],1.0,8
[13 50 20],2.0,7
[33 40 44],1.0,2
[20 40 22],2.0,7
[31 59 44],1.0,1
[63 42 43],1.0,3
[48 26 38],2.0,5
[50 42 45],2.0,3
[13 32 16],2.0,7
[16 44 17],2.0,7
[37 38 54],2.0,10
[32 55 43],2.0,1
[10 44 27],1.0,6
[68 41 55],1.0,9
[47 42 56],1.0,1
[41 32 54],1.0,10
[17 22  0],1.0,0
[39 14 34],1.0,2
[24 44 44],2.0,1
[40 36 25],2.0,8
[44 23 29],2.0,8
[34 24 30],2.0,4
[32 37 32],1.0,9
[80 33 33],1.0,3
[43 30 23],2.0,8
[58 32 33],1.0,3
[57 47 52],2.0,10
[47 58 26],1.0,10
[27 49 23],2.0,7
[44 44 34],2.0,10
[53 39 50],2.0,3
[47 39 46],2.0,10
[51 42 39],2.0,3
[30 44 37],1.0,9
[47 30 45],1.0,10
[39 26 49],1.0,2
[41 17 45],2.0,2
[16 50 35],1.0,7
[56 61 33],1.0,10
[30 37 55],1.0,9
[58 87 47],1.0,3
[68 67 40],1.0,3
[35 47 29],1.0,2
[43 61 44],1.0,9
[44 29 31],2.0,8
[42 25 24],1.0,2
[20 15 34],1.0,6
[56 59 48],1.0,9
[28 19 45],1.0,6
[52 65 37],1.0,3
[15 41 31],1.0,6
[59 85 42],1.0,3
[45 58 45],2.0,10
[33 43 35],2.0,1
[40 25 25],1.0,5
[12 24  2],1.0,0
[30 42 23],2.0,7
[27 22 49],1.0,9
[22 22 40],1.0,6
[50 54 34],2.0,10
[52 19 59],1.0,9
[37 44 28],1.0,7
[36 48 53],1.0,9
[58 60 48],1.0,10
[40 48 31],1.0,10
[37 49 34],1.0,5
[58 46 31],1.0,2
[48 24 58],1.0,9
[28 36 40],1.0,6
[66 48 34],1.0,10
[24 50 36],1.0,1
[19 46 23],1.0,6
[66 54 33],1.0,10
[ 8 41 37],1.0,7
[47 11 37],1.0,2
[21 33 26],2.0,7
[11 16  6],1.0,0
[15 38 34],1.0,6
[62 50 47],1.0,10
[16 48 24],2.0,7
[28 20 47],1.0,6
[42 58 46],2.0,10
[70 29 41],2.0,3
[ 7 43 32],1.0,7
[53 39 33],1.0,5
[50 21 54],1.0,9
[49 50 41],2.0,10
[61 47 32],1.0,2
[29 24 40],1.0,4
[24 29 31],2.0,4
[57 54 39],1.0,10
[22 42 26],2.0,7
[40 26 31],2.0,8
[40 44 26],1.0,5
[55 53 46],2.0,10
[42 46 49],2.0,10
[62 48 27],1.0,10
[23 41 34],1.0,4
[26 49 37],1.0,7
[54 56 30],1.0,10
[65 23 36],1.0,2
[38 32 26],1.0,10
[49 47 30],1.0,5
[18 24  1],1.0,0
[35 23 26],1.0,8
[38 38 20],1.0,8
[35 32 39],1.0,9
[ 7 49 47],1.0,6
[44 40 54],1.0,3
[80 36 54],1.0,3
[35 44 41],1.0,4
[29 22 40],1.0,6
[47 81 48],1.0,3
[52 41 45],2.0,10
[52 34 34],2.0,5
[ 9 32 34],2.0,7
[21 51 27],2.0,7
[39 59 41],2.0,1
[46 61 48],1.0,9
[39 45 30],1.0,5
[36 51 54],1.0,10
[37 20 43],2.0,2
[42 21 30],2.0,8
[34 46 33],1.0,7
[53 47 27],1.0,10
[36 44 34],2.0,8
[46 52 52],2.0,10
[39 26 35],2.0,5
[39 26 40],1.0,1
[47 30 47],1.0,10
[79 68 49],1.0,3
[48 38 26],1.0,10
[26 30 48],1.0,9
[17 52 20],2.0,7
[21 35 35],2.0,7
[49 38 39],2.0,3
[57 55 45],2.0,10
[43 16 32],1.0,8
[27 23 34],1.0,4
[32 44 37],2.0,5
[76 35 43],2.0,3
[37 31 33],2.0,5
[50 28 22],1.0,5
[24 50 35],1.0,7
[19 11 16],2.0,0
[68 31 34],1.0,9
[46 35 33],2.0,5
[44 37 26],1.0,10
[25 27 27],2.0,4
[ 9 46 25],2.0,7
[24 26 35],1.0,6
[39 29 34],2.0,5
[56 48 33],1.0,10
[44 55 35],1.0,5
[50 51 54],2.0,10
[15 50 29],2.0,7
[20 51 29],2.0,7
[51 50 26],1.0,5
[49 53 28],1.0,10
[17 21 22],1.0,6
[33 34 19],2.0,7
[26 40 20],2.0,7
[15 22  8],1.0,0
[48 34 35],1.0,8
[80 35 40],2.0,3
[61 32 36],2.0,3
[42 37 34],2.0,8
[28 42 49],1.0,1
[ 9 35 23],2.0,7
[43 58 54],2.0,10
[49 40 51],2.0,10
[20 53 32],1.0,7
[32 21 33],1.0,4
[74 62 34],1.0,3
[35 48 32],1.0,7
[43 35 45],2.0,10
[24 45 33],2.0,7
[57 50 26],1.0,10
[38 42 20],1.0,5
[48 27 25],1.0,5
[26 46 22],2.0,7
[ 6 45 25],2.0,6
[49 43 49],2.0,10
[39 46 38],1.0,8
[70 34 36],1.0,9
[60 51 42],1.0,9
[37 46 49],2.0,1
[67 52 31],1.0,10
[45 47 39],1.0,2
[59 40 28],1.0,3
[72 46 39],1.0,10
[37 25 40],1.0,1
[23 20 42],1.0,6
[55 75 39],1.0,3
[30 44 33],2.0,1
[34 24 36],1.0,4
[28 24 23],1.0,8
[39 40 33],1.0,10
[41 43 40],2.0,10
[66 36 45],1.0,2
[63 55 28],1.0,10
[44 49 26],1.0,10
[31 40 20],1.0,5
[32 49 38],1.0,8
[58 39 31],1.0,2
[77 24 46],2.0,3
[52 25 25],1.0,5
[31 47 29],2.0,7
[50 52 33],1.0,5
[31 34 33],2.0,7
[45 16 47],2.0,2
[67 50 31],1.0,10
[78 28 42],2.0,3
[29 37 27],1.0,5
[42 23 24],2.0,8
[30 51 32],1.0,7
[62 27 41],2.0,3
[21 29 37],1.0,4
[36 40 36],2.0,8
[43 24 33],2.0,5
[50 53 45],2.0,10
[46 34 37],2.0,5
[29 47 24],2.0,7
[21 27 39],1.0,6
[16 52 32],1.0,6
[65 81 49],1.0,3
[37 45 30],2.0,8
[49 25 32],2.0,5
[ 9 21  2],1.0,0
[32 40 22],2.0,7
[42 54 31],1.0,10
[52 56 33],2.0,10
[58 37 39],2.0,3
[73 34 30],1.0,3
[55 57 29],1.0,10
[42 42 23],1.0,5
[17 19 29],1.0,7
[35 31 52],1.0,10
[68 25 40],2.0,3
[33 37 47],2.0,10
[39 47 35],2.0,1
[39 36 25],1.0,8
[38 15 34],1.0,8
[43 44 52],1.0,1
[18 31 25],2.0,7
[39 47 39],1.0,8
[48 49 25],1.0,5
[51 45 49],2.0,10
[49 55 29],1.0,5
[26 21 37],1.0,7
[48 79 46],1.0,3
[25 21 27],2.0,4
[40 32 43],2.0,10
[32 22 35],1.0,4
[23 45 19],2.0,7
[37 50 40],2.0,10
[34 35 36],1.0,3
[41 45 23],1.0,2
[59 51 58],1.0,9
[ 9 40 34],2.0,7
[48 61 36],1.0,1
[38 45 38],1.0,5
[18 35 41],1.0,6
[33 46 53],1.0,9
[27 43 24],2.0,7
[45 73 49],1.0,3
[ 6 37 25],2.0,7
[10 32 28],2.0,7
[26 44 40],2.0,1
[53 40 30],1.0,5
[18 40 39],1.0,4
[63 27 35],1.0,2
[43 15 38],2.0,2
[21 39 24],2.0,7
[39 39 28],1.0,5
[55 79 34],1.0,3
[40 47 28],1.0,10
[23 23 41],1.0,4
[42 42 53],1.0,1
[63 18 42],1.0,9
[36 32 26],1.0,1
[43 49 36],1.0,5
[44 15 49],1.0,2
[50 40 47],2.0,10
[45 43 53],1.0,9
[44 37 22],1.0,5
[38 48 61],1.0,1
[41 37 29],1.0,10
[ 8 43 24],2.0,7
[22 22 36],1.0,6
[32 40 26],1.0,5
[41 24 31],2.0,5
[15 47 19],2.0,7
[37 36 37],2.0,10
[20 20 31],1.0,7
[36 33 47],2.0,10
[49 42 51],2.0,10
[35 40 30],1.0,5
[47 82 38],1.0,3
[24 51 28],2.0,7
[48 47 49],2.0,10
[12 39 42],1.0,6
[14 41 27],2.0,7
[21 35 38],1.0,6
[45 48 40],2.0,10
[52 25 18],1.0,5
[35 31 23],1.0,5
[42 56 39],1.0,5
[16 23 44],1.0,6
[51 40 57],1.0,9
[31 24 45],1.0,6
[45 36 47],2.0,10
[ 8 21 12],1.0,0
[12 46 37],1.0,7
[64 43 58],1.0,9
[75 44 33],1.0,3
[40 42 22],1.0,5
[54 61 43],1.0,10
[48 68 50],1.0,10
[40 38 30],2.0,8
[50 48 28],1.0,5
[ 5 50 46],1.0,6
[73 73 44],1.0,3
[33 46 34],2.0,8
[64 29 33],1.0,2
[46 56 28],1.0,10
[28 34 28],2.0,7
[38 45 37],1.0,3
[45 50 28],1.0,3
[34 53 50],1.0,9
[43 57 52],2.0,10
[12 48 21],2.0,6
[43 26 20],1.0,8
[30 47 38],1.0,8
[36 45 33],2.0,8
[34 44 41],1.0,4
[24 23 34],1.0,4
[43 46 53],2.0,10
[36 41 33],1.0,10
[49 29 25],1.0,5
[52 32 22],1.0,5
[42 41 40],2.0,3
[ 6 36 29],2.0,7
[51 57 50],2.0,10
[53 43 47],2.0,10
[46 17 36],2.0,2
[56 52 35],1.0,10
[51 54 30],1.0,5
[50 50 54],2.0,10
[42 42 25],1.0,5
[ 7 37 28],2.0,7
[32 33 36],2.0,5
[36 16 42],2.0,2
[23 28 33],1.0,4
[53 51 47],2.0,10
[43 39 46],2.0,10
[44 30 23],2.0,8
[32 49 29],2.0,8
[23 52 27],2.0,7
[43 53 36],2.0,1
[45 53 27],1.0,10
[11 41 28],1.0,6
[13 38 41],1.0,6
[21 23 32],1.0,7
[35 13 37],1.0,2
[34 50 26],2.0,7
[46 48 28],1.0,10
[40 27 39],2.0,5
[68 24 41],2.0,3
[16 46 21],2.0,6
[28 47 40],1.0,4
[27 34 30],1.0,6
[27 27 34],2.0,4
[74 28 30],1.0,3
[27 22 36],1.0,4
[35 43 37],2.0,10
[40 37 41],2.0,10
[ 8 29 41],1.0,6
[23 43 20],2.0,7
[21 22 42],1.0,6
[50 51 34],2.0,10
[39 42 17],1.0,5
[35 36 30],1.0,2
[35 38 29],1.0,10
[55 44 38],2.0,10
[39 30 29],1.0,2
[39 41 30],1.0,10
[61 31 40],2.0,3
[51 53 37],1.0,5
[22 53 31],1.0,7
[ 6 41 28],2.0,7
[34 19 40],2.0,2
[56 57 36],1.0,10
[43 58 49],2.0,10
